"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"60871110","2024-04-16T00:14:00.000",,"DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11235",,,,,"BRIGHTON 3 WALK","BRIGHTON 4 STREET","INTERSECTION","BROOKLYN",,,"Open",,,,"13 BROOKLYN",,"BROOKLYN","994158","150617","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.58007938585184","-73.96433143197267","
,  
(40.58007938585184, -73.96433143197267)"
"60868041","2024-04-16T00:13:31.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11229","2148 OCEAN AVENUE","OCEAN AVENUE","KINGS HIGHWAY","QUENTIN ROAD","KINGS HIGHWAY","QUENTIN ROAD","ADDRESS","BROOKLYN","OCEAN AVENUE",,"In Progress",,,,"15 BROOKLYN","3067820038","BROOKLYN","997208","161333","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60948871143754","-73.95333095241801","
,  
(40.60948871143754, -73.95333095241801)"
"60881713","2024-04-16T00:13:16.000",,"DOT","Department of Transportation","Street Condition","Pothole",,"11364","56 AVENUE","56 AVENUE","223 STREET","226 STREET",,,"BLOCKFACE","QUEENS",,"N/A","Open",,"The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.","2024-04-16T00:13:16.000","11 QUEENS",,"QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,,,,,,,,
"60877405","2024-04-16T00:13:06.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10458","2645 BRIGGS AVENUE","BRIGGS AVENUE","EAST  194 STREET","EAST  196 STREET","EAST  194 STREET","EAST  196 STREET","ADDRESS","BRONX","BRIGGS AVENUE",,"In Progress",,,"2024-04-16T01:28:31.000","07 BRONX","2033000001","BRONX","1013985","254569","MOBILE","Unspecified","BRONX",,,,,,,,"40.86535764249122","-73.892495473103","
,  
(40.86535764249122, -73.892495473103)"
"60877971","2024-04-16T00:12:53.000","2024-04-16T00:24:18.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11221","476 VAN BUREN STREET","VAN BUREN STREET","MALCOLM X BOULEVARD","PATCHEN AVENUE","MALCOLM X BOULEVARD","PATCHEN AVENUE","ADDRESS","BROOKLYN","VAN BUREN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:24:21.000","03 BROOKLYN","3016170020","BROOKLYN","1003828","191268","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69164159495108","-73.92940172606635","
,  
(40.69164159495108, -73.92940172606635)"
"60875608","2024-04-16T00:12:48.000","2024-04-16T01:09:05.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10065","1102 1 AVENUE","1 AVENUE","EAST   60 STREET","EAST   61 STREET","EAST   60 STREET","EAST   61 STREET","ADDRESS","NEW YORK","1 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T01:09:10.000","08 MANHATTAN","1014557501","MANHATTAN","994966","216348","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.760495253235234","-73.9613181583834","
,  
(40.760495253235234, -73.9613181583834)"
"60875888","2024-04-16T00:12:48.000","2024-04-16T01:19:32.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10472","1049 BOYNTON AVENUE","BOYNTON AVENUE","BRUCKNER BOULEVARD","WATSON AVENUE","BRUCKNER BOULEVARD","WATSON AVENUE","ADDRESS","BRONX","BOYNTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T01:19:38.000","09 BRONX","2037140044","BRONX","1018181","239880","PHONE","Unspecified","BRONX",,,,,,,,"40.825025559036135","-73.87739951553888","
,  
(40.825025559036135, -73.87739951553888)"
"60872549","2024-04-16T00:12:13.000","2024-04-16T01:20:10.000","NYPD","New York City Police Department","Illegal Parking","Blocked Bike Lane","Street/Sidewalk","10035","4 EAST  119 STREET","EAST  119 STREET","5 AVENUE","MADISON AVENUE","5 AVENUE","MADISON AVENUE","ADDRESS","NEW YORK","EAST  119 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T01:20:15.000","11 MANHATTAN","1017450168","MANHATTAN","999544","231642","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80246648507596","-73.94475801323428","
,  
(40.80246648507596, -73.94475801323428)"
"60881984","2024-04-16T00:12:06.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10461","2100 COLONIAL AVENUE","COLONIAL AVENUE","EAST  196 STREET","PELHAM PARKWAY SOUTH","EAST  196 STREET","PELHAM PARKWAY SOUTH","ADDRESS","BRONX","COLONIAL AVENUE",,"In Progress",,,,"10 BRONX","2042520001","BRONX","1031562","250683","ONLINE","Unspecified","BRONX",,,,,,,,"40.85461505458505","-73.82897478979324","
,  
(40.85461505458505, -73.82897478979324)"
"60880418","2024-04-16T00:12:04.000","2024-04-16T00:59:17.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11106","34-20 24 STREET","24 STREET","34 AVENUE","35 AVENUE","34 AVENUE","35 AVENUE","ADDRESS","ASTORIA","24 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:59:23.000","01 QUEENS","4005590002","QUEENS","1003137","216698","PHONE","Unspecified","QUEENS",,,,,,,,"40.761442233714355","-73.93182209967736","
,  
(40.761442233714355, -73.93182209967736)"
"60867978","2024-04-16T00:11:36.000","2024-04-16T01:13:51.000","NYPD","New York City Police Department","Illegal Parking","Blocked Bike Lane","Street/Sidewalk","10035","228 EAST  119 STREET","EAST  119 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","NEW YORK","EAST  119 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T01:13:55.000","11 MANHATTAN","1017830034","MANHATTAN","1001471","230579","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.79954529591324","-73.93780041036946","
,  
(40.79954529591324, -73.93780041036946)"
"60873507","2024-04-16T00:11:22.000","2024-04-16T01:04:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10019","330 WEST   57 STREET","WEST   57 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   57 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T01:04:16.000","04 MANHATTAN","1010477501","MANHATTAN","988705","218769","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.767145645604565","-73.9839170578879","
,  
(40.767145645604565, -73.9839170578879)"
"60870691","2024-04-16T00:11:19.000","2024-04-16T01:07:21.000","NYPD","New York City Police Department","Illegal Parking","Paper License Plates","Street/Sidewalk","11201","80 DEKALB AVENUE","DEKALB AVENUE","HUDSON AVENUE","ROCKWELL PLACE","HUDSON AVENUE","ROCKWELL PLACE","ADDRESS","BROOKLYN","DEKALB AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T01:07:25.000","02 BROOKLYN","3020940010","BROOKLYN","989874","190613","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68986363852689","-73.97972039707659","
,  
(40.68986363852689, -73.97972039707659)"
"60868192","2024-04-16T00:11:17.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11204","5702 19 AVENUE","19 AVENUE","55 STREET","58 STREET","55 STREET","58 STREET","ADDRESS","BROOKLYN","19 AVENUE",,"In Progress",,,"2024-04-16T02:05:16.000","12 BROOKLYN","3054940090","BROOKLYN","988840","165989","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.622276753102014","-73.98346566131212","
,  
(40.622276753102014, -73.98346566131212)"
"60868266","2024-04-16T00:11:04.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","11226","570 OCEAN AVENUE","OCEAN AVENUE","CHURCH AVENUE","TENNIS COURT","CHURCH AVENUE","TENNIS COURT","ADDRESS","BROOKLYN","OCEAN AVENUE",,"In Progress",,,,"14 BROOKLYN","3050990128","BROOKLYN","995120","175749","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64906039443108","-73.96082779601215","
,  
(40.64906039443108, -73.96082779601215)"
"60878083","2024-04-16T00:10:54.000","2024-04-16T00:33:29.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10463","440 WEST  238 STREET","WEST  238 STREET","WALDO AVENUE","GREYSTONE AVENUE","WALDO AVENUE","GREYSTONE AVENUE","ADDRESS","BRONX","WEST  238 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:33:36.000","08 BRONX","2057707501","BRONX","1010618","262519","ONLINE","Unspecified","BRONX",,,,,,,,"40.88718862468472","-73.90463729290335","
,  
(40.88718862468472, -73.90463729290335)"
"60879673","2024-04-16T00:10:38.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11207","123 JAMAICA AVENUE","JAMAICA AVENUE","MARGINAL ST EAST","VERMONT STREET","MARGINAL ST EAST","VERMONT STREET","ADDRESS","BROOKLYN","JAMAICA AVENUE",,"In Progress",,,"2024-04-16T01:58:23.000","05 BROOKLYN","3034860001","BROOKLYN","1013144","186643","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.678921524875875","-73.8958280872322","
,  
(40.678921524875875, -73.8958280872322)"
"60881978","2024-04-16T00:10:38.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10040","142 LAUREL HILL TERRACE","LAUREL HILL TERRACE","BEND","AMSTERDAM AVENUE","BEND","AMSTERDAM AVENUE","ADDRESS","NEW YORK","LAUREL HILL TERRACE",,"In Progress",,,,"12 MANHATTAN","1021490112","MANHATTAN","1004391","249788","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.85226234034135","-73.92719616324084","
,  
(40.85226234034135, -73.92719616324084)"
"60868252","2024-04-16T00:10:27.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11205","104 STEUBEN STREET","STEUBEN STREET","PARK AVENUE","MYRTLE AVENUE","PARK AVENUE","MYRTLE AVENUE","ADDRESS","BROOKLYN","STEUBEN STREET",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2024-04-16T02:10:32.000","02 BROOKLYN","3018930050","BROOKLYN","994432","192280","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6944350981453","-73.96328216946154","
,  
(40.6944350981453, -73.96328216946154)"
"60869015","2024-04-16T00:09:52.000","2024-04-16T00:56:27.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","66 VERMILYEA AVENUE","VERMILYEA AVENUE","ACADEMY STREET","WEST  204 STREET","ACADEMY STREET","WEST  204 STREET","ADDRESS","NEW YORK","VERMILYEA AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:56:30.000","12 MANHATTAN","1022340036","MANHATTAN","1005369","254666","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.865648695779235","-73.9236456109652","
,  
(40.865648695779235, -73.9236456109652)"
"60871260","2024-04-16T00:09:27.000","2024-04-16T00:45:26.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10026","272 WEST  115 STREET","WEST  115 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  115 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:45:29.000","10 MANHATTAN","1018300057","MANHATTAN","996689","231980","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.80339868276217","-73.95506965598643","
,  
(40.80339868276217, -73.95506965598643)"
"60866381","2024-04-16T00:09:10.000","2024-04-16T00:48:06.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10069","301 FREEDOM PLACE SOUTH","FREEDOM PLACE SOUTH","WEST   61 STREET","WEST   62 STREET","WEST   61 STREET","WEST   62 STREET","ADDRESS","NEW YORK","FREEDOM PLACE SOUTH",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:48:09.000","07 MANHATTAN","1011710151","MANHATTAN","986874","221026","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.773341255791955","-73.99052624776282","
,  
(40.773341255791955, -73.99052624776282)"
"60881959","2024-04-16T00:09:01.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11237","4 IRVING AVENUE","IRVING AVENUE","FLUSHING AVENUE","JEFFERSON STREET","FLUSHING AVENUE","JEFFERSON STREET","ADDRESS","BROOKLYN","IRVING AVENUE",,"In Progress",,,"2024-04-16T01:25:17.000","04 BROOKLYN","3031660031","BROOKLYN","1004786","196346","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.7055773447715","-73.92593169619619","
,  
(40.7055773447715, -73.92593169619619)"
"60879909","2024-04-16T00:08:12.000",,"DSNY","Department of Sanitation","Dirty Condition","Dog Waste","Sidewalk","11370","70-12 31 AVENUE","31 AVENUE","70 STREET","71 STREET","70 STREET","71 STREET","ADDRESS","EAST ELMHURST","31 AVENUE",,"In Progress",,,,"03 QUEENS","4011410005","QUEENS","1012793","215481","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75807598207492","-73.8969712651458","
,  
(40.75807598207492, -73.8969712651458)"
"60880402","2024-04-16T00:08:08.000","2024-04-16T00:40:09.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10029","138 EAST   98 STREET","EAST   98 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","NEW YORK","EAST   98 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:40:14.000","11 MANHATTAN","1016250050","MANHATTAN","998164","226028","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.78705985875362","-73.94975420873244","
,  
(40.78705985875362, -73.94975420873244)"
"60865878","2024-04-16T00:08:06.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","10312","722 DRUMGOOLE ROAD WEST","DRUMGOOLE ROAD WEST","WALKER COURT","SMYRNA AVENUE","WALKER COURT","SMYRNA AVENUE","ADDRESS","STATEN ISLAND","DRUMGOOLE ROAD WEST",,"In Progress",,,,"03 STATEN ISLAND","5056650049","STATEN ISLAND","934828","140697","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.55271874163901","-74.17784530403593","
,  
(40.55271874163901, -74.17784530403593)"
"60866668","2024-04-16T00:08:02.000","2024-04-16T00:35:04.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11418","85-46 101 STREET","101 STREET","85 ROAD","86 AVENUE","85 ROAD","86 AVENUE","ADDRESS","RICHMOND HILL","101 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:35:07.000","09 QUEENS",,"QUEENS","1026636","193105","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69660388368635","-73.84714463406044","
,  
(40.69660388368635, -73.84714463406044)"
"60864263","2024-04-16T00:07:16.000","2024-04-16T00:54:08.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11212","365 POWELL STREET","POWELL STREET","BLAKE AVENUE","DUMONT AVENUE","BLAKE AVENUE","DUMONT AVENUE","ADDRESS","BROOKLYN","POWELL STREET",,"Closed",,"The Police Department responded to the complaint and a report was prepared.","2024-04-16T00:54:11.000","16 BROOKLYN","3037800001","BROOKLYN","1011187","181751","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.665500261551514","-73.9029032285716","
,  
(40.665500261551514, -73.9029032285716)"
"60872802","2024-04-16T00:07:14.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","11414","85-18 149 AVENUE","149 AVENUE","85 STREET","SOUTH CONDUIT AVENUE","85 STREET","SOUTH CONDUIT AVENUE","ADDRESS","HOWARD BEACH","149 AVENUE",,"In Progress",,,,"10 QUEENS","4114170011","QUEENS","1025985","183275","ONLINE","Unspecified","QUEENS",,,,,,,,"40.669625907521294","-73.8495531953706","
,  
(40.669625907521294, -73.8495531953706)"
"60868920","2024-04-16T00:07:12.000","2024-04-16T00:30:36.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10029","75 EAST  111 STREET","EAST  111 STREET","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","EAST  111 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:30:41.000","11 MANHATTAN","1016177502","MANHATTAN","999170","229417","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.796360107662","-73.94611384617272","
,  
(40.796360107662, -73.94611384617272)"
"60872738","2024-04-16T00:06:58.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11367","61-44 150 STREET","150 STREET","61 ROAD","REEVES AVENUE","61 ROAD","REEVES AVENUE","ADDRESS","FLUSHING","150 STREET",,"In Progress",,,,"08 QUEENS","4064290042","QUEENS","1034152","208644","MOBILE","Unspecified","QUEENS",,,,,,,,"40.73921542667046","-73.81992478046534","
,  
(40.73921542667046, -73.81992478046534)"
"60870886","2024-04-16T00:06:34.000","2024-04-16T00:56:34.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11204","5702 19 AVENUE","19 AVENUE","55 STREET","58 STREET","55 STREET","58 STREET","ADDRESS","BROOKLYN","19 AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-04-16T00:56:38.000","12 BROOKLYN","3054940090","BROOKLYN","988840","165989","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.622276753102014","-73.98346566131212","
,  
(40.622276753102014, -73.98346566131212)"
"60871066","2024-04-16T00:05:23.000","2024-04-16T01:05:28.000","NYPD","New York City Police Department","Disorderly Youth","Playing in Unsuitable Place","Street/Sidewalk","10027","18 MOUNT MORRIS PARK WEST","MOUNT MORRIS PARK WEST","WEST  121 STREET","WEST  122 STREET","WEST  121 STREET","WEST  122 STREET","ADDRESS","NEW YORK","MOUNT MORRIS PARK WEST",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T01:05:31.000","11 MANHATTAN","1017190001","MANHATTAN","999350","232500","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80482179264163","-73.94545681211618","
,  
(40.80482179264163, -73.94545681211618)"
"60871180","2024-04-16T00:05:16.000","2024-04-16T00:52:25.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10453","1684 GRAND AVENUE","GRAND AVENUE","WEST  175 STREET","WEST  176 STREET","WEST  175 STREET","WEST  176 STREET","ADDRESS","BRONX","GRAND AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:52:29.000","05 BRONX","2028670024","BRONX","1007947","248259","ONLINE","Unspecified","BRONX",,,,,,,,"40.8480568618887","-73.91434767282871","
,  
(40.8480568618887, -73.91434767282871)"
"60866713","2024-04-16T00:05:12.000","2024-04-16T01:02:46.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10019","440 WEST   57 STREET","WEST   57 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   57 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T01:02:53.000","04 MANHATTAN","1010660012","MANHATTAN","987863","219238","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76843331312154","-73.98695649983485","
,  
(40.76843331312154, -73.98695649983485)"
"60879647","2024-04-16T00:04:06.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11373","43-17 FORLEY STREET","FORLEY STREET","LAMONT AVENUE","43 AVENUE","LAMONT AVENUE","43 AVENUE","ADDRESS","ELMHURST","FORLEY STREET",,"In Progress",,,"2024-04-16T01:35:43.000","04 QUEENS","4015760056","QUEENS","1019328","210505","ONLINE","Unspecified","QUEENS",,,,,,,,"40.744394622500586","-73.8734085336844","
,  
(40.744394622500586, -73.8734085336844)"
"60865937","2024-04-16T00:03:58.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10469","2732 HERING AVENUE","HERING AVENUE","ALLERTON AVENUE","ARNOW AVENUE","ALLERTON AVENUE","ARNOW AVENUE","ADDRESS","BRONX","HERING AVENUE",,"In Progress",,,"2024-04-16T02:08:11.000","11 BRONX","2045230015","BRONX","1024688","254816","ONLINE","Unspecified","BRONX",,,,,,,,"40.86599304055325","-73.8537981999928","
,  
(40.86599304055325, -73.8537981999928)"
"60866625","2024-04-16T00:03:58.000","2024-04-16T01:07:07.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11377","53-21 ROOSEVELT AVENUE","ROOSEVELT AVENUE","53 STREET","54 STREET","53 STREET","54 STREET","ADDRESS","WOODSIDE","ROOSEVELT AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T01:07:10.000","02 QUEENS","4013160068","QUEENS","1008848","210553","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74456173048242","-73.91122914225349","
,  
(40.74456173048242, -73.91122914225349)"
"60870500","2024-04-16T00:03:57.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","HEGEMAN AVENUE","HEGEMAN AVENUE","HEGEMAN AVENUE","NEW JERSEY AVENUE","HEGEMAN AVENUE","NEW JERSEY AVENUE","INTERSECTION",,,,"In Progress",,,"2024-04-16T01:26:06.000","05 BROOKLYN",,"BROOKLYN","1014538","179855","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66028533559314","-73.89083278510519","
,  
(40.66028533559314, -73.89083278510519)"
"60878067","2024-04-16T00:03:55.000","2024-04-16T00:47:36.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11224","2832 WEST   23 STREET","WEST   23 STREET","NEPTUNE AVENUE","MERMAID AVENUE","NEPTUNE AVENUE","MERMAID AVENUE","ADDRESS","BROOKLYN","WEST   23 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:47:39.000","13 BROOKLYN","3070150015","BROOKLYN","986923","149719","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.577619686746154","-73.99037761720334","
,  
(40.577619686746154, -73.99037761720334)"
"60870507","2024-04-16T00:03:40.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10040","730 FORT WASHINGTON AVENUE","FORT WASHINGTON AVENUE","WEST  190 STREET","CABRINI BOULEVARD","WEST  190 STREET","CABRINI BOULEVARD","ADDRESS","NEW YORK","FORT WASHINGTON AVENUE",,"In Progress",,,"2024-04-16T01:57:55.000","12 MANHATTAN","1021800628","MANHATTAN","1002304","251970","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.85825579173524","-73.93473417962548","
,  
(40.85825579173524, -73.93473417962548)"
"60871067","2024-04-16T00:02:48.000","2024-04-16T00:33:44.000","NYPD","New York City Police Department","Drinking","In Public","Residential Building/House","10463","440 WEST  238 STREET","WEST  238 STREET","WALDO AVENUE","GREYSTONE AVENUE","WALDO AVENUE","GREYSTONE AVENUE","ADDRESS","BRONX","WEST  238 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:33:50.000","08 BRONX","2057707501","BRONX","1010618","262519","ONLINE","Unspecified","BRONX",,,,,,,,"40.88718862468472","-73.90463729290335","
,  
(40.88718862468472, -73.90463729290335)"
"60878146","2024-04-16T00:02:36.000","2024-04-16T00:57:10.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10029","1 AVENUE","1 AVENUE","1 AVENUE","EAST  116 STREET","1 AVENUE","EAST  116 STREET","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:57:15.000","11 MANHATTAN",,"MANHATTAN","1002134","229290","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79600602558187","-73.93540919063074","
,  
(40.79600602558187, -73.93540919063074)"
"60866108","2024-04-16T00:02:35.000",,"DSNY","Department of Sanitation","Dirty Condition","Dog Waste","Street","10462","1510 WHITE PLAINS ROAD","WHITE PLAINS ROAD","ARCHER STREET","GUERLAIN STREET","ARCHER STREET","GUERLAIN STREET","ADDRESS","BRONX","WHITE PLAINS ROAD",,"In Progress",,,,"09 BRONX","2039370106","BRONX","1021976","244800","PHONE","Unspecified","BRONX",,,,,,,,"40.83851413540092","-73.86365966220013","
,  
(40.83851413540092, -73.86365966220013)"
"60877352","2024-04-16T00:02:31.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10462","2132 WALLACE AVENUE","WALLACE AVENUE","BRADY AVENUE","LYDIG AVENUE","BRADY AVENUE","LYDIG AVENUE","ADDRESS","BRONX","WALLACE AVENUE",,"In Progress",,,"2024-04-16T02:07:56.000","11 BRONX","2042920024","BRONX","1021647","250439","MOBILE","Unspecified","BRONX",,,,,,,,"40.85399291289473","-73.86481720417432","
,  
(40.85399291289473, -73.86481720417432)"
"60871141","2024-04-16T00:01:58.000","2024-04-16T00:20:23.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11225","239 OCEAN AVENUE","OCEAN AVENUE","EAST LAKE DRIVE","EAST DRIVE","EAST LAKE DRIVE","EAST DRIVE","ADDRESS","BROOKLYN","OCEAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:20:27.000","09 BROOKLYN","3050260344","BROOKLYN","994731","178635","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65698230332589","-73.96222514965272","
,  
(40.65698230332589, -73.96222514965272)"
"60878186","2024-04-16T00:01:58.000","2024-04-16T00:20:02.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10457","EAST  182 STREET","EAST  182 STREET","EAST  182 STREET","VALENTINE AVENUE","EAST  182 STREET","VALENTINE AVENUE","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:20:05.000","05 BRONX",,"BRONX","1012252","250926","PHONE","Unspecified","BRONX",,,,,,,,"40.85536437765752","-73.89877621081811","
,  
(40.85536437765752, -73.89877621081811)"
